application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission
2014,Male,False,3.55,Humanities,Black,690.0,5.0,Health Care,Admit
909,Female,False,3.22,Business,Black,710.0,6.0,Consulting,Admit
858,Male,False,3.19,Humanities,Asian,670.0,5.0,Other,Reject
3324,Male,False,3.53,Business,Hispanic,710.0,6.0,Consulting,Admit
5746,Female,False,3.17,Business,Black,710.0,6.0,Technology,Reject
2863,Male,False,3.36,Humanities,White,690.0,4.0,Nonprofit/Gov,Admit
381,Female,False,3.26,STEM,White,650.0,6.0,Consulting,Admit
3755,Male,False,3.07,Humanities,Asian,630.0,4.0,PE/VC,Reject
3748,Male,False,3.43,Humanities,Other,600.0,5.0,Consulting,Reject
5345,Male,False,3.37,STEM,White,650.0,6.0,Investment Management,Reject
135,Female,False,3.28,Humanities,White,610.0,6.0,Consulting,Admit
3146,Male,False,3.26,Business,White,700.0,6.0,Health Care,Admit
4053,Male,True,3.36,STEM,,570.0,3.0,Technology,Reject
4836,Male,True,3.03,Business,,620.0,6.0,Technology,Reject
5882,Female,True,3.2,Humanities,,660.0,5.0,Consulting,Reject
1279,Female,False,3.19,STEM,White,680.0,5.0,Nonprofit/Gov,Reject
4046,Female,False,3.21,Business,Hispanic,700.0,5.0,Investment Banking,Admit
4490,Male,False,3.22,Business,White,600.0,6.0,Financial Services,Reject
6178,Male,False,3.35,Humanities,Hispanic,750.0,5.0,PE/VC,Admit
4243,Male,False,3.14,STEM,White,620.0,5.0,Technology,Reject
2587,Female,False,3.41,Humanities,Hispanic,640.0,5.0,Nonprofit/Gov,Reject
4155,Female,True,3.38,Humanities,,700.0,6.0,PE/VC,Admit
115,Female,False,3.23,STEM,Asian,610.0,5.0,Nonprofit/Gov,Admit
1730,Male,False,3.35,Humanities,Black,590.0,6.0,Health Care,Reject
657,Female,False,3.37,Humanities,Asian,670.0,4.0,Technology,Admit
1696,Male,False,3.48,Humanities,Asian,680.0,5.0,Technology,Admit
2741,Female,False,3.25,STEM,Black,670.0,5.0,Technology,Admit
4473,Female,False,3.28,Humanities,White,600.0,5.0,Consulting,Reject
536,Male,False,3.61,Business,Asian,690.0,5.0,Investment Banking,Admit
3051,Female,False,3.3,Humanities,White,690.0,6.0,Other,Admit
2326,Male,False,3.01,Humanities,Hispanic,620.0,6.0,Consulting,Reject
4435,Male,False,3.31,Business,Hispanic,570.0,5.0,Nonprofit/Gov,Reject
842,Male,False,3.24,Business,Asian,620.0,7.0,PE/VC,Reject
5537,Male,False,3.44,Business,White,690.0,4.0,Investment Banking,Admit
2663,Male,False,3.42,Business,Hispanic,630.0,5.0,PE/VC,Reject
4970,Male,False,3.34,Humanities,Asian,690.0,6.0,Financial Services,Admit
1413,Male,False,3.23,Business,Hispanic,660.0,5.0,Media/Entertainment,Reject
3607,Female,False,2.92,Humanities,Hispanic,570.0,4.0,Consulting,Reject
5996,Female,True,3.31,Business,,640.0,5.0,Nonprofit/Gov,Reject
1543,Female,False,3.12,Business,Black,670.0,4.0,Financial Services,Reject
3247,Female,False,3.2,Humanities,Asian,650.0,5.0,Other,Reject
2805,Male,False,3.41,STEM,White,740.0,5.0,Consulting,Admit
3420,Male,False,3.19,STEM,Asian,670.0,4.0,Consulting,Reject
764,Male,True,3.29,Business,,680.0,5.0,Health Care,Reject
3481,Male,True,3.04,Humanities,,650.0,7.0,Consulting,Reject
4229,Male,False,3.27,Humanities,Black,720.0,4.0,Other,Admit
362,Male,True,3.46,Humanities,,650.0,7.0,Health Care,Reject
3852,Male,False,3.54,Humanities,Black,660.0,7.0,Technology,Reject
5251,Female,False,3.38,Business,Hispanic,720.0,5.0,Financial Services,Admit
1183,Male,True,2.91,STEM,,580.0,3.0,PE/VC,Reject
2264,Female,True,3.3,Humanities,,700.0,5.0,Other,Reject
2811,Male,False,3.27,Humanities,Black,660.0,5.0,Health Care,Reject
5431,Female,False,3.24,Business,White,620.0,4.0,Nonprofit/Gov,Reject
4548,Male,True,3.21,Humanities,,630.0,2.0,Nonprofit/Gov,Reject
5287,Male,True,3.54,Humanities,,700.0,5.0,Consulting,Reject
728,Male,False,3.24,Humanities,Hispanic,580.0,4.0,Investment Banking,Reject
1086,Male,True,3.34,Business,,680.0,5.0,Consulting,Reject
4519,Female,False,3.28,Business,Asian,690.0,5.0,Nonprofit/Gov,Admit
3662,Female,False,3.45,Humanities,Black,720.0,5.0,Investment Banking,Admit
5745,Female,True,3.09,STEM,,690.0,6.0,Consulting,Reject
3653,Female,False,3.21,Business,Asian,650.0,6.0,Consulting,Reject
1155,Male,False,3.44,Humanities,Black,680.0,6.0,Nonprofit/Gov,Admit
2032,Male,False,3.5,Humanities,Hispanic,730.0,4.0,Financial Services,Admit
3601,Female,False,3.51,Humanities,White,740.0,4.0,Consulting,Admit
2583,Male,False,3.5,Humanities,Asian,690.0,6.0,PE/VC,Admit
1330,Male,False,3.31,STEM,Asian,710.0,4.0,Technology,Admit
781,Male,False,3.35,Business,Black,710.0,6.0,Health Care,Admit
347,Female,False,3.35,STEM,White,700.0,5.0,Technology,Admit
887,Female,False,3.3,Humanities,Asian,690.0,7.0,Consulting,Admit
3669,Female,False,3.18,Humanities,Hispanic,620.0,7.0,Consulting,Reject
4540,Male,True,3.35,Humanities,,660.0,6.0,Nonprofit/Gov,Admit
5796,Male,False,3.25,Business,Black,670.0,7.0,Consulting,Admit
3,Female,True,3.3,Business,,710.0,5.0,Technology,Admit
2007,Male,True,3.25,Business,,730.0,6.0,Financial Services,Admit
750,Male,True,3.29,Business,,730.0,5.0,Consulting,Reject
938,Female,False,3.4,Humanities,Black,760.0,6.0,Consulting,Admit
1748,Female,False,3.26,Business,Asian,630.0,5.0,Consulting,Reject
5607,Female,False,3.01,STEM,Hispanic,580.0,6.0,Investment Banking,Reject
3516,Female,False,3.36,Humanities,Black,710.0,5.0,Consulting,Admit
672,Male,False,3.65,STEM,Hispanic,710.0,6.0,Financial Services,Admit
1076,Male,True,3.6,Business,,780.0,5.0,Health Care,Admit
4009,Male,True,3.07,Humanities,,680.0,6.0,Investment Banking,Reject
5823,Male,False,3.4,Humanities,White,690.0,5.0,Technology,Admit
685,Male,False,3.34,Business,White,680.0,5.0,Financial Services,Admit
2545,Male,False,3.25,STEM,Asian,690.0,6.0,Nonprofit/Gov,Admit
937,Male,True,3.24,Business,,570.0,4.0,Consulting,Reject
620,Male,False,3.51,Business,Asian,700.0,4.0,Consulting,Admit
2535,Male,False,3.44,Humanities,White,630.0,6.0,PE/VC,Reject
1535,Female,False,3.21,STEM,Asian,660.0,6.0,Technology,Admit
1560,Female,True,3.03,Humanities,,600.0,6.0,Other,Reject
5798,Male,True,3.35,Humanities,,680.0,4.0,PE/VC,Reject
2067,Male,False,3.27,STEM,Black,630.0,7.0,Investment Banking,Reject
245,Male,False,3.17,Business,Asian,640.0,6.0,Other,Reject
4906,Male,False,3.36,Humanities,Asian,640.0,5.0,Consulting,Reject
776,Male,True,3.2,Humanities,,570.0,3.0,Consulting,Reject
1969,Male,False,3.2,Humanities,Hispanic,570.0,5.0,Nonprofit/Gov,Reject
4525,Female,False,3.51,Humanities,Asian,710.0,6.0,Consulting,Admit
6020,Female,False,3.14,STEM,White,620.0,3.0,Investment Banking,Reject
640,Male,False,3.48,STEM,Asian,780.0,6.0,Health Care,Admit
1204,Female,False,3.26,Humanities,Black,760.0,6.0,Consulting,Admit
1873,Female,False,3.42,Business,Asian,670.0,6.0,Technology,Admit
4670,Male,False,3.5,STEM,Asian,690.0,3.0,Other,Admit
2699,Male,False,3.36,STEM,White,700.0,5.0,Consulting,Admit
845,Female,False,3.39,Business,Hispanic,670.0,6.0,PE/VC,Admit
2524,Male,False,3.44,Humanities,White,670.0,6.0,Technology,Reject
3327,Male,False,3.46,STEM,White,690.0,6.0,Consulting,Admit
4411,Female,False,3.41,Business,Black,660.0,6.0,Investment Banking,Admit
5784,Female,False,3.57,Humanities,Hispanic,710.0,6.0,Consulting,Admit
3597,Female,False,3.4,Business,Asian,710.0,7.0,Investment Management,Reject
26,Male,False,3.26,Humanities,Asian,690.0,5.0,Technology,Admit
2202,Male,True,3.18,Humanities,,640.0,3.0,Consulting,Reject
2650,Male,False,3.39,Humanities,Black,680.0,5.0,Investment Banking,Admit
5665,Male,True,3.28,STEM,,660.0,3.0,PE/VC,Admit
4513,Male,False,3.33,Humanities,White,660.0,7.0,Consulting,Reject
3762,Male,True,3.24,STEM,,680.0,4.0,Investment Banking,Admit
582,Male,False,3.34,STEM,Black,670.0,4.0,Nonprofit/Gov,Reject
6156,Female,False,3.25,Humanities,Black,720.0,5.0,Retail,Admit
2433,Male,True,3.07,Humanities,,690.0,5.0,Investment Banking,Reject
5362,Male,False,3.34,Humanities,Black,670.0,5.0,Nonprofit/Gov,Reject
1604,Male,True,3.01,STEM,,610.0,5.0,Technology,Reject
1021,Female,True,3.25,Humanities,,670.0,3.0,Consulting,Admit
3763,Male,False,3.46,Humanities,White,740.0,4.0,Investment Management,Admit
437,Female,False,3.43,Humanities,White,770.0,5.0,Consulting,Admit
3781,Male,False,3.58,Business,Asian,760.0,5.0,Consulting,Admit
1849,Male,False,3.3,Business,White,630.0,6.0,Health Care,Reject
4689,Female,False,3.4,Humanities,Black,750.0,6.0,PE/VC,Admit
5518,Male,False,3.15,Humanities,Hispanic,680.0,5.0,PE/VC,Reject
1136,Female,False,3.25,STEM,Black,600.0,5.0,PE/VC,Reject
4364,Male,False,3.49,Business,White,750.0,5.0,Technology,Admit
448,Male,False,3.3,Business,Black,680.0,4.0,Investment Banking,Admit
2181,Male,False,3.23,STEM,White,710.0,5.0,Consulting,Admit
1344,Male,False,3.37,Humanities,Asian,670.0,4.0,PE/VC,Reject
4597,Male,True,3.51,Humanities,,720.0,4.0,Other,Admit
4622,Male,True,3.43,STEM,,670.0,4.0,Technology,Admit
4529,Male,True,3.39,Business,,590.0,5.0,Health Care,Reject
1826,Male,False,3.16,STEM,Asian,620.0,4.0,PE/VC,Reject
2163,Female,False,3.36,Humanities,Black,680.0,5.0,Consulting,Admit
6034,Female,False,3.23,Business,White,710.0,5.0,Nonprofit/Gov,Admit
5830,Male,True,3.4,Humanities,,680.0,5.0,Consulting,Admit
1161,Female,False,3.53,Humanities,Asian,780.0,5.0,Consulting,Admit
3805,Female,False,3.27,STEM,Hispanic,670.0,4.0,Real Estate,Admit
3559,Male,False,3.46,Humanities,White,770.0,5.0,Health Care,Admit
1055,Male,False,3.4,Humanities,White,730.0,5.0,Technology,Admit
760,Male,False,3.16,Humanities,Asian,720.0,6.0,Technology,Reject
2113,Male,False,3.03,STEM,White,570.0,4.0,Consulting,Reject
2072,Male,False,3.26,Business,White,720.0,5.0,Technology,Admit
4967,Female,False,3.18,STEM,White,670.0,5.0,Health Care,Reject
2661,Male,True,3.55,Business,,750.0,5.0,Consulting,Admit
3058,Male,False,3.32,Humanities,Asian,780.0,4.0,Technology,Admit
2986,Male,True,3.11,STEM,,620.0,5.0,Consulting,Reject
2472,Male,False,3.34,Business,Black,730.0,5.0,Health Care,Admit
2561,Female,True,3.21,Business,,630.0,3.0,PE/VC,Reject
329,Male,False,3.34,STEM,White,750.0,6.0,Other,Admit
1553,Male,True,3.25,STEM,,670.0,8.0,Financial Services,Reject
2210,Male,False,3.37,Humanities,White,710.0,4.0,CPG,Admit
926,Female,False,3.36,Humanities,Asian,660.0,5.0,Investment Management,Admit
1130,Male,False,3.4,Business,Black,710.0,5.0,Health Care,Admit
4460,Female,True,3.35,Business,,640.0,7.0,Health Care,Reject
4316,Male,False,3.4,Humanities,White,720.0,4.0,Nonprofit/Gov,Admit
3325,Female,False,3.23,Humanities,Black,620.0,5.0,Real Estate,Reject
5423,Male,False,3.07,STEM,White,570.0,6.0,Financial Services,Reject
2595,Male,True,3.4,Business,,700.0,4.0,Other,Admit
4024,Female,False,3.36,STEM,Asian,690.0,5.0,Other,Admit
3383,Male,False,3.19,Humanities,Black,680.0,5.0,Health Care,Reject
2301,Male,False,3.01,STEM,Asian,640.0,4.0,Media/Entertainment,Reject
2144,Female,False,3.19,Humanities,Asian,620.0,6.0,Consulting,Reject
5348,Male,True,3.09,STEM,,570.0,4.0,PE/VC,Reject
1955,Male,False,3.17,Humanities,Black,570.0,5.0,Nonprofit/Gov,Reject
3119,Male,False,3.21,Business,Black,620.0,4.0,Consulting,Reject
4593,Male,False,3.37,Business,Asian,630.0,6.0,Investment Banking,Reject
3734,Male,True,3.24,Humanities,,690.0,6.0,PE/VC,Reject
4329,Female,False,3.26,STEM,Asian,680.0,6.0,Investment Banking,Admit
1497,Male,False,3.53,Business,White,750.0,5.0,PE/VC,Admit
5828,Male,False,3.38,STEM,Asian,620.0,5.0,Technology,Reject
4791,Female,False,3.38,Business,White,720.0,5.0,Consulting,Admit
1622,Female,False,3.29,STEM,White,650.0,5.0,PE/VC,Reject
5207,Male,False,3.12,STEM,Black,660.0,6.0,Financial Services,Reject
79,Male,False,3.17,Business,Hispanic,640.0,4.0,Other,Reject
6006,Male,False,3.37,Humanities,Asian,690.0,6.0,Investment Banking,Admit
3492,Female,True,3.25,Business,,680.0,4.0,Nonprofit/Gov,Reject
4299,Female,False,3.37,Humanities,White,760.0,5.0,Health Care,Admit
2345,Male,False,3.45,Humanities,White,690.0,5.0,Other,Admit
935,Female,True,3.33,STEM,,750.0,5.0,Investment Banking,Admit
534,Female,True,3.19,Business,,590.0,6.0,Investment Banking,Admit
2929,Female,False,3.08,Business,Asian,570.0,5.0,PE/VC,Reject
2744,Male,True,3.24,Business,,680.0,4.0,Nonprofit/Gov,Reject
2866,Male,False,3.05,Business,White,690.0,7.0,Health Care,Reject
3346,Male,False,2.98,Humanities,White,570.0,4.0,Consulting,Reject
4653,Male,False,3.18,Humanities,Asian,660.0,6.0,Nonprofit/Gov,Reject
5962,Female,True,3.25,STEM,,570.0,4.0,Financial Services,Reject
1532,Female,False,3.22,Business,Hispanic,600.0,6.0,Consulting,Reject
4406,Male,False,2.98,Business,White,570.0,4.0,Nonprofit/Gov,Reject
3032,Male,False,3.35,STEM,White,780.0,5.0,PE/VC,Admit
4149,Male,False,3.22,Business,White,710.0,5.0,Health Care,Admit
4841,Male,True,3.16,Humanities,,650.0,6.0,Other,Reject
702,Male,False,3.5,Business,Asian,690.0,6.0,Other,Admit
779,Female,False,3.24,Business,Hispanic,660.0,4.0,Other,Reject
3216,Female,False,3.46,Business,Black,690.0,5.0,Consulting,Admit
235,Male,False,3.4,STEM,Black,680.0,4.0,Other,Admit
5972,Female,False,3.62,Humanities,Other,710.0,5.0,Technology,Admit
1928,Male,True,3.16,Business,,680.0,3.0,Consulting,Reject
406,Female,False,3.06,Business,White,580.0,5.0,Investment Banking,Admit
252,Male,False,3.26,Humanities,White,690.0,4.0,Nonprofit/Gov,Admit
2606,Male,False,3.14,STEM,Black,590.0,6.0,Nonprofit/Gov,Reject
6072,Male,False,3.35,Humanities,Hispanic,720.0,5.0,Technology,Admit
941,Female,False,3.13,STEM,Asian,610.0,3.0,Consulting,Reject
3157,Male,False,3.14,STEM,Black,630.0,5.0,Financial Services,Reject
1037,Male,True,2.97,STEM,,570.0,4.0,Nonprofit/Gov,Reject
613,Male,False,3.09,Business,White,640.0,5.0,PE/VC,Reject
547,Male,False,3.0,Humanities,Other,570.0,4.0,Technology,Reject
2272,Male,False,3.27,STEM,Black,630.0,6.0,Consulting,Reject
1496,Male,False,3.25,Humanities,Black,630.0,6.0,Other,Reject
4679,Female,True,3.19,STEM,,660.0,6.0,Nonprofit/Gov,Reject
3864,Male,False,3.06,Business,Asian,690.0,5.0,Investment Management,Reject
2172,Female,False,2.94,Business,White,590.0,6.0,Nonprofit/Gov,Reject
787,Female,False,3.26,Humanities,White,740.0,4.0,Health Care,Admit
2602,Male,False,3.51,STEM,White,710.0,6.0,PE/VC,Admit
167,Female,False,3.43,Business,White,680.0,3.0,Consulting,Admit
6096,Female,False,3.58,Humanities,White,750.0,5.0,Nonprofit/Gov,Admit
2759,Male,False,3.15,Humanities,Hispanic,660.0,3.0,Investment Management,Reject
3844,Male,False,3.17,Humanities,Other,620.0,5.0,Investment Banking,Reject
3007,Male,False,3.3,Business,Hispanic,670.0,5.0,Technology,Reject
1561,Male,False,3.48,Business,Black,680.0,5.0,PE/VC,Admit
1117,Female,False,3.31,Humanities,Black,660.0,4.0,Other,Reject
6115,Female,False,3.38,Business,Hispanic,690.0,7.0,Technology,Admit
5209,Female,True,3.25,STEM,,700.0,5.0,PE/VC,Reject
6042,Female,False,3.29,Humanities,White,680.0,4.0,Technology,Admit
4578,Female,False,2.94,STEM,Asian,570.0,5.0,Nonprofit/Gov,Reject
3120,Male,True,3.19,Humanities,,620.0,4.0,Consulting,Reject
5933,Male,False,3.26,Humanities,Asian,740.0,6.0,Nonprofit/Gov,Admit
4562,Female,True,3.34,Business,,730.0,5.0,Other,Admit
3424,Female,False,3.24,Humanities,Black,670.0,6.0,Technology,Reject
5876,Male,False,3.28,Business,White,620.0,3.0,Other,Reject
5136,Female,False,3.06,STEM,White,610.0,5.0,Retail,Reject
4802,Male,True,3.21,Business,,600.0,5.0,Consulting,Reject
4400,Male,False,3.12,STEM,White,690.0,5.0,Technology,Reject
6165,Male,False,3.42,STEM,Black,610.0,5.0,Technology,Reject
1171,Male,False,3.28,Humanities,Black,680.0,5.0,Investment Banking,Admit
2767,Female,False,3.33,Humanities,White,660.0,5.0,Consulting,Admit
4175,Female,False,3.43,Business,Black,640.0,4.0,Investment Banking,Reject
849,Male,False,3.23,Business,Hispanic,620.0,6.0,Nonprofit/Gov,Reject
1248,Male,False,3.29,STEM,White,600.0,6.0,Other,Reject
223,Male,False,3.71,STEM,White,720.0,6.0,Other,Admit
5279,Male,False,3.49,STEM,Other,700.0,6.0,Nonprofit/Gov,Admit
1926,Male,False,3.02,STEM,White,610.0,6.0,PE/VC,Reject
2712,Female,False,3.29,STEM,Black,700.0,6.0,Consulting,Admit
3001,Male,True,3.5,Business,,710.0,4.0,Technology,Admit
1660,Female,False,3.28,Humanities,Hispanic,620.0,5.0,Consulting,Reject
5224,Female,True,3.05,STEM,,630.0,6.0,Health Care,Reject
4295,Female,True,3.17,STEM,,620.0,4.0,Other,Reject
6138,Male,True,3.33,STEM,,690.0,5.0,Consulting,Admit
325,Male,False,3.2,STEM,Asian,710.0,4.0,Other,Reject
797,Male,False,3.18,Business,Hispanic,650.0,5.0,Financial Services,Reject
1813,Male,False,3.22,Humanities,White,640.0,4.0,Other,Reject
355,Male,False,3.28,STEM,Black,720.0,5.0,PE/VC,Admit
4971,Male,False,3.24,Business,Hispanic,660.0,5.0,Energy,Reject
714,Male,False,3.09,Business,Asian,680.0,7.0,Consulting,Reject
2994,Female,False,3.06,Humanities,Hispanic,570.0,6.0,Technology,Reject
5204,Female,False,3.53,Humanities,White,690.0,6.0,PE/VC,Admit
2519,Female,False,3.23,STEM,Hispanic,660.0,4.0,Financial Services,Admit
3036,Female,False,3.23,Business,Hispanic,710.0,7.0,Investment Banking,Admit
4800,Female,False,3.42,Humanities,Asian,610.0,6.0,Financial Services,Reject
5524,Male,False,3.27,Business,White,660.0,5.0,Consulting,Admit
930,Male,False,3.08,Business,Asian,650.0,5.0,Consulting,Reject
4298,Female,True,3.09,Humanities,,670.0,5.0,Investment Banking,Reject
4389,Female,True,3.15,Humanities,,590.0,5.0,Consulting,Reject
836,Male,True,3.18,Business,,570.0,4.0,Other,Reject
3845,Female,True,3.35,Business,,650.0,5.0,PE/VC,Reject
5395,Male,False,3.21,Humanities,Hispanic,570.0,6.0,Investment Banking,Reject
2573,Male,False,3.23,Humanities,Hispanic,730.0,6.0,Real Estate,Admit
3264,Male,False,3.45,STEM,White,700.0,7.0,Retail,Reject
192,Male,False,3.47,Business,Asian,690.0,7.0,Investment Management,Reject
3484,Male,False,3.39,STEM,White,710.0,4.0,Technology,Admit
5679,Male,False,3.35,Humanities,Asian,710.0,1.0,Consulting,Admit
6194,Male,False,3.23,STEM,Hispanic,650.0,4.0,Consulting,Reject
3398,Male,False,3.59,Humanities,Black,760.0,4.0,PE/VC,Admit
1441,Male,False,3.35,Humanities,Asian,680.0,4.0,PE/VC,Admit
2579,Male,True,3.39,Humanities,,630.0,6.0,Health Care,Reject
2112,Male,True,3.13,Humanities,,570.0,5.0,PE/VC,Reject
3329,Female,False,3.09,Humanities,Black,640.0,4.0,Consulting,Reject
1767,Female,True,3.04,Business,,570.0,6.0,Nonprofit/Gov,Reject
394,Female,False,3.49,Humanities,White,690.0,5.0,Financial Services,Admit
2682,Female,False,3.31,Humanities,Asian,660.0,5.0,Investment Banking,Admit
5840,Male,False,3.25,STEM,Asian,610.0,5.0,Investment Management,Reject
5177,Male,False,3.26,STEM,White,690.0,6.0,PE/VC,Admit
4695,Female,False,2.96,STEM,Black,630.0,5.0,Nonprofit/Gov,Reject
44,Female,False,2.93,Humanities,Other,590.0,4.0,Consulting,Admit
4558,Male,False,3.34,STEM,Hispanic,720.0,3.0,Financial Services,Reject
3851,Male,False,3.08,Humanities,Black,690.0,6.0,Nonprofit/Gov,Reject
71,Male,True,3.34,STEM,,690.0,5.0,Nonprofit/Gov,Reject
2050,Female,False,3.28,Business,Black,730.0,4.0,PE/VC,Admit
5591,Male,False,3.41,Business,Asian,730.0,5.0,Consulting,Admit
3815,Male,False,3.22,STEM,Black,720.0,5.0,Health Care,Admit
4599,Male,False,3.33,STEM,Black,690.0,4.0,PE/VC,Admit
2216,Female,False,3.2,Humanities,Hispanic,630.0,6.0,Consulting,Reject
4028,Male,False,3.49,Humanities,Asian,750.0,6.0,Health Care,Admit
60,Male,False,3.41,Humanities,White,740.0,4.0,Financial Services,Admit
3421,Female,True,3.29,Humanities,,690.0,4.0,Technology,Reject
517,Male,True,3.31,Business,,700.0,4.0,Health Care,Reject
5490,Male,False,3.42,Humanities,Asian,710.0,5.0,Energy,Admit
75,Female,True,3.35,Business,,640.0,5.0,PE/VC,Admit
4430,Male,False,3.41,STEM,Asian,710.0,3.0,Consulting,Reject
5821,Female,False,2.97,Business,Other,620.0,4.0,Investment Banking,Reject
4344,Male,True,3.3,Business,,620.0,5.0,Real Estate,Reject
5541,Male,False,3.31,Humanities,Other,600.0,5.0,Technology,Reject
4159,Male,False,3.27,Humanities,Other,630.0,3.0,Financial Services,Reject
3137,Male,False,3.22,Business,White,610.0,7.0,Consulting,Reject
5374,Female,True,2.96,Humanities,,630.0,4.0,Nonprofit/Gov,Reject
2145,Male,False,3.36,Humanities,White,680.0,6.0,Health Care,Admit
4418,Male,False,3.38,STEM,Black,690.0,5.0,Consulting,Admit
48,Male,False,3.33,STEM,Hispanic,720.0,7.0,Consulting,Admit
1368,Female,False,3.36,Business,Asian,710.0,5.0,Consulting,Admit
2361,Female,False,3.44,Business,White,780.0,6.0,Consulting,Admit
1011,Male,False,3.02,Business,White,660.0,5.0,Consulting,Reject
1632,Male,False,3.62,Business,Asian,760.0,5.0,Investment Banking,Admit
4930,Female,False,3.27,Humanities,Black,660.0,5.0,Consulting,Admit
5140,Male,False,3.31,Humanities,Black,700.0,6.0,Investment Banking,Admit
1713,Male,False,3.13,Business,Asian,600.0,5.0,Investment Banking,Reject
2839,Male,False,3.19,Humanities,Black,590.0,6.0,Consulting,Reject
5498,Male,False,3.22,Humanities,White,700.0,5.0,Technology,Admit
5147,Male,False,3.44,Humanities,Black,740.0,5.0,Technology,Admit
592,Female,False,3.33,Humanities,White,700.0,4.0,Nonprofit/Gov,Admit
1898,Female,False,3.39,Humanities,White,780.0,4.0,Other,Admit
1759,Male,False,3.58,STEM,Black,750.0,4.0,Financial Services,Admit
5418,Male,True,3.26,Humanities,,580.0,5.0,Nonprofit/Gov,Reject
4829,Male,False,3.33,Humanities,Black,690.0,6.0,PE/VC,Admit
4448,Male,True,3.24,Humanities,,700.0,6.0,Technology,Admit
545,Male,False,3.25,Humanities,Hispanic,660.0,3.0,Nonprofit/Gov,Reject
2648,Male,False,3.43,STEM,Hispanic,660.0,5.0,PE/VC,Admit
2693,Male,False,3.29,Humanities,White,670.0,5.0,Consulting,Admit
4614,Male,True,3.04,Business,,570.0,6.0,Real Estate,Reject
3698,Male,False,3.31,STEM,White,650.0,7.0,Health Care,Reject
126,Male,False,3.44,Business,White,740.0,6.0,PE/VC,Admit
2227,Female,True,3.22,Business,,660.0,4.0,Nonprofit/Gov,Admit
4621,Male,False,3.48,Business,White,740.0,4.0,Consulting,Admit
5176,Female,False,3.24,Business,White,590.0,6.0,Other,Reject
2064,Female,False,3.21,Business,Asian,660.0,5.0,Financial Services,Admit
5144,Male,False,3.41,Humanities,Black,730.0,5.0,PE/VC,Admit
5528,Male,True,3.3,Humanities,,700.0,4.0,Consulting,Admit
6125,Female,True,3.31,STEM,,720.0,6.0,PE/VC,Reject
4360,Male,False,3.24,Business,Asian,650.0,6.0,Consulting,Reject
513,Female,False,3.13,STEM,Asian,620.0,6.0,Nonprofit/Gov,Reject
12,Male,True,2.85,Humanities,,580.0,4.0,PE/VC,Reject
3574,Male,False,3.34,STEM,Asian,710.0,4.0,Technology,Admit
1085,Male,False,3.21,Humanities,White,610.0,5.0,Other,Reject
4901,Male,False,3.31,Business,White,660.0,6.0,Technology,Admit
3397,Male,False,3.27,STEM,Other,670.0,5.0,Financial Services,Admit
757,Male,True,3.0,Humanities,,670.0,4.0,Nonprofit/Gov,Reject
5027,Male,False,3.44,Humanities,Asian,690.0,5.0,Other,Admit
4662,Female,False,3.02,Business,White,590.0,6.0,Technology,Reject
5450,Female,False,3.18,Humanities,Asian,610.0,5.0,Technology,Reject
3180,Female,True,3.27,STEM,,610.0,5.0,Retail,Reject
3104,Female,False,3.16,Business,Asian,590.0,6.0,Nonprofit/Gov,Reject
4337,Female,False,3.34,Business,Asian,670.0,4.0,PE/VC,Reject
4456,Male,False,3.62,Business,Asian,730.0,5.0,Consulting,Admit
923,Male,True,3.49,Business,,780.0,5.0,Nonprofit/Gov,Reject
2589,Male,False,3.42,STEM,Asian,780.0,5.0,Investment Banking,Admit
431,Male,False,3.33,STEM,White,640.0,4.0,Consulting,Reject
3955,Female,False,3.43,STEM,Asian,660.0,4.0,Consulting,Admit
2720,Male,False,3.39,STEM,Other,690.0,6.0,Consulting,Admit
6192,Female,True,3.22,Business,,680.0,5.0,Health Care,Admit
2111,Male,True,2.98,Business,,590.0,4.0,Technology,Reject
5161,Female,True,3.35,Business,,630.0,5.0,Consulting,Reject
1780,Male,False,3.23,Humanities,Asian,650.0,3.0,Health Care,Reject
791,Female,False,3.19,STEM,Asian,580.0,5.0,PE/VC,Reject
1715,Male,False,3.64,Business,White,780.0,6.0,Consulting,Admit
188,Male,False,3.54,STEM,Hispanic,700.0,5.0,Other,Admit
4269,Female,False,3.43,Humanities,White,640.0,4.0,Consulting,Reject
5173,Female,False,3.57,STEM,Hispanic,690.0,4.0,PE/VC,Admit
382,Male,False,3.21,Business,Asian,630.0,4.0,Consulting,Reject
3443,Female,False,3.67,Humanities,Black,720.0,6.0,Consulting,Admit
5600,Female,False,3.25,STEM,White,720.0,6.0,PE/VC,Admit
2149,Male,False,3.15,Business,White,600.0,5.0,Financial Services,Reject
2985,Male,False,3.25,Business,Black,650.0,6.0,Consulting,Reject
4315,Male,False,3.45,Humanities,Hispanic,700.0,5.0,Consulting,Admit
357,Female,True,3.31,Humanities,,630.0,6.0,Nonprofit/Gov,Admit
3530,Female,False,3.38,Humanities,Asian,630.0,5.0,Financial Services,Reject
2827,Female,True,3.34,Business,,720.0,5.0,Financial Services,Admit
911,Female,False,3.56,STEM,White,680.0,4.0,Consulting,Admit
15,Female,False,3.03,STEM,White,600.0,5.0,Technology,Admit
3582,Male,False,3.28,Business,Asian,720.0,5.0,PE/VC,Admit
